entity,season_type,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
skaters,playoffs,8475235,2025,Nicolas Deslauriers,CAR,L,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8475235,2025,Nicolas Deslauriers,CAR,L,all,1,189.0,6.0,0.03,0.43,0.52,0.56,0.59,0.63,0.57,12.0,1.51,0.18,0.13,0.38,0.06,0.7,0.55,0.17,0.19,0.18,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,2.06,2.0,2.06,0.0,0.03,0.1,0.1,0.11,0.12,0.12,6.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,3411.0,4.0,2.0,1.0,1.0,3.97,0.49,0.48,0.52,0.51,3.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,1.0,0.07,0.18,0.24,0.0,0.0,0.0,5.23,5.0,5.22,0.07,0.1,0.1,0.45,0.49,0.48,2.51,0.66,0.61,0.6,0.57,2.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.09,0.0,0.56,0.0,0.0,0.0,3.71,3.0,2.8,0.03,0.56,0.56,0.12,0.11,0.11,4.31,4.05,71.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8475235,2025,Nicolas Deslauriers,CAR,L,5on5,1,189.0,6.0,0.03,0.43,0.32,0.56,0.56,0.63,0.53,12.0,1.51,0.18,0.13,0.38,0.06,0.7,0.55,0.17,0.19,0.18,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,2.06,2.0,2.06,0.0,0.03,0.1,0.1,0.11,0.12,0.12,6.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,2129.0,4.0,2.0,1.0,1.0,3.97,0.49,0.48,0.52,0.51,3.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,1.0,0.07,0.18,0.24,0.0,0.0,0.0,5.23,5.0,5.22,0.07,0.1,0.1,0.45,0.49,0.48,2.51,0.66,0.61,0.6,0.57,2.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.09,0.0,0.56,0.0,0.0,0.0,3.71,3.0,2.8,0.03,0.56,0.56,0.12,0.11,0.11,1.0,2.09,40.0,31.0,0.04,0.0,1.0,0.0,1.0,0.0
skaters,playoffs,8475235,2025,Nicolas Deslauriers,CAR,L,4on5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8475235,2025,Nicolas Deslauriers,CAR,L,5on4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8477447,2025,Shea Theodore,VGK,D,other,16,1485.0,22.0,9.02,0.57,0.66,0.41,0.24,0.36,0.26,30.0,0.72,0.09,0.04,0.17,0.02,0.32,0.36,0.09,0.09,0.09,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.01,0.0,0.0,0.1,0.1,0.1,22.0,3.0,3.0,2.0,14.0,1.0,5.0,2.0,14.0,0.0,0.0,1495.0,0.0,0.0,0.0,5.0,10.75,3.49,3.39,3.49,3.39,9.0,5.0,11.0,25.0,4.0,2.0,1.0,5.0,4.0,5.0,0.16,0.43,2.91,0.0,0.0,4.0,25.0,14.0,14.0,0.21,0.45,0.45,3.26,3.26,3.19,17.86,2.68,2.46,2.68,2.46,16.0,9.0,11.0,36.0,2.0,0.0,0.0,17.0,5.0,3.0,0.83,0.54,1.31,0.0,1.0,1.0,36.0,25.0,25.0,0.38,0.0,0.0,3.07,3.07,2.8,6.21,3.2,17.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8477447,2025,Shea Theodore,VGK,D,all,16,24465.0,535.0,11.52,0.61,0.51,0.49,0.45,0.5,0.46,26.0,31.61,1.97,2.0,9.3,1.03,18.47,12.23,1.92,1.99,1.93,3.0,4.0,31.0,14.0,32.0,77.0,11.0,4.0,3.0,0.0,13.0,0.0,12.0,13.0,27.0,41.0,3.0,6.0,0.0,3.0,6.0,28.0,40.0,3.0,2.0,1.03,0.3,0.64,2.0,1.0,1.0,77.97,45.0,45.38,21.0,0.43,0.66,0.23,2.17,2.19,2.14,535.0,65.0,73.0,72.0,325.0,56.0,75.0,64.0,340.0,0.0,0.0,36061.0,6.0,0.0,0.0,46.0,217.78,24.94,23.5,25.41,23.91,179.0,115.0,103.0,397.0,25.0,27.0,5.0,206.0,56.0,32.0,5.98,6.45,12.5,6.0,6.0,13.0,404.81,294.0,300.42,3.33,4.98,4.98,23.29,23.6,22.68,209.23,15.65,14.84,15.64,14.81,185.0,104.0,122.0,411.0,11.0,21.0,2.0,240.0,32.0,17.0,6.97,3.75,4.93,5.0,2.0,4.0,406.51,289.0,286.91,2.97,3.56,3.56,15.06,14.93,14.42,31.16,29.54,527.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8477447,2025,Shea Theodore,VGK,D,5on5,16,19065.0,433.0,11.52,0.56,0.47,0.49,0.47,0.51,0.47,27.0,25.51,1.26,1.5,8.0,0.84,14.57,9.82,1.23,1.28,1.25,2.0,2.0,24.0,12.0,23.0,59.0,7.0,3.0,2.0,0.0,11.0,0.0,11.0,9.0,21.0,33.0,3.0,6.0,0.0,2.0,3.0,25.0,33.0,2.0,1.0,0.84,0.21,0.21,2.0,1.0,0.0,59.97,36.0,36.38,19.0,0.3,0.4,0.23,1.33,1.35,1.33,433.0,39.0,50.0,65.0,279.0,51.0,56.0,52.0,274.0,0.0,0.0,28771.0,6.0,0.0,0.0,33.0,170.9,14.36,13.6,14.84,14.02,138.0,95.0,74.0,307.0,12.0,18.0,3.0,175.0,41.0,17.0,4.93,4.77,4.67,4.0,3.0,5.0,314.81,233.0,239.42,2.27,3.37,3.37,13.27,13.58,13.26,162.31,11.24,10.81,11.24,10.79,139.0,84.0,95.0,318.0,8.0,18.0,2.0,186.0,24.0,13.0,5.09,2.87,3.29,4.0,1.0,3.0,313.51,223.0,220.91,2.02,3.19,3.19,10.08,9.96,9.81,18.83,21.25,427.0,480.0,1.86,0.24,36.0,3.0,30.0,3.0
skaters,playoffs,8477447,2025,Shea Theodore,VGK,D,4on5,16,1791.0,44.0,7.38,0.14,0.08,0.07,0.14,0.08,0.13,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,20.0,3.0,19.0,3.0,11.0,2.0,28.0,0.0,0.0,2302.0,0.0,0.0,0.0,1.0,2.15,0.26,0.26,0.26,0.26,2.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.09,0.17,0.0,1.0,1.0,0.0,4.0,3.0,3.0,0.02,0.0,0.0,0.28,0.28,0.28,25.48,1.61,1.45,1.61,1.45,26.0,10.0,15.0,51.0,1.0,3.0,0.0,32.0,3.0,1.0,0.94,0.34,0.33,1.0,0.0,0.0,51.0,36.0,36.0,0.53,0.37,0.37,1.77,1.77,1.68,0.33,3.86,11.0,69.0,0.02,0.0,1.0,0.0,1.0,0.0
skaters,playoffs,8477447,2025,Shea Theodore,VGK,D,5on4,16,2124.0,36.0,10.85,0.98,0.9,0.91,0.89,0.9,0.89,17.0,5.38,0.62,0.46,1.13,0.16,3.58,2.05,0.59,0.62,0.59,1.0,1.0,7.0,1.0,7.0,15.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0,0.19,0.0,0.43,0.0,0.0,1.0,15.0,8.0,8.0,0.0,0.12,0.26,0.0,0.74,0.74,0.71,36.0,21.0,0.0,2.0,13.0,1.0,3.0,8.0,24.0,0.0,0.0,1986.0,0.0,0.0,0.0,6.0,33.98,6.82,6.25,6.82,6.25,30.0,14.0,17.0,61.0,7.0,7.0,1.0,24.0,10.0,10.0,0.8,1.09,4.93,1.0,2.0,4.0,61.0,44.0,44.0,0.83,1.16,1.16,6.49,6.49,5.95,3.58,0.11,0.11,0.11,0.11,4.0,1.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.03,0.0,0.0,0.14,0.14,0.14,3.47,0.41,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8481604,2025,Pavel Dorofeyev,VGK,R,other,16,612.0,10.0,8.28,0.85,0.54,0.46,0.3,0.43,0.29,51.0,1.67,0.38,0.13,0.24,0.05,0.85,0.35,0.34,0.38,0.34,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.06,0.0,0.32,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.03,0.0,0.32,0.09,0.09,0.09,10.0,2.0,0.0,1.0,7.0,1.0,3.0,2.0,4.0,0.0,0.0,1561.0,0.0,0.0,0.0,0.0,5.15,1.84,1.79,1.84,1.79,4.0,2.0,5.0,11.0,2.0,1.0,1.0,2.0,1.0,3.0,0.07,0.11,1.66,0.0,0.0,2.0,11.0,6.0,6.0,0.11,0.32,0.32,1.63,1.63,1.62,5.8,0.32,0.27,0.32,0.27,3.0,5.0,5.0,13.0,0.0,0.0,0.0,7.0,1.0,0.0,0.21,0.1,0.0,0.0,0.0,0.0,13.0,8.0,8.0,0.09,0.0,0.0,0.41,0.41,0.33,3.95,3.32,21.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8481604,2025,Pavel Dorofeyev,VGK,R,all,16,16129.0,329.0,13.65,0.67,0.51,0.56,0.44,0.56,0.45,85.0,47.47,6.06,3.57,11.54,1.74,24.11,15.98,5.75,6.23,5.91,3.0,1.0,42.0,21.0,13.0,76.0,14.0,10.0,7.0,3.0,6.0,2.0,19.0,19.0,32.0,53.0,0.0,0.0,0.0,4.0,7.0,7.0,36.0,19.0,8.0,1.19,2.25,2.62,3.0,2.0,5.0,77.63,63.0,64.62,2.0,0.82,0.79,2.15,4.72,4.85,4.64,329.0,64.0,15.0,51.0,199.0,35.0,47.0,55.0,192.0,0.0,0.0,44397.0,0.0,6.0,3.0,7.0,160.42,18.94,17.82,19.22,18.05,140.0,75.0,81.0,296.0,22.0,24.0,5.0,145.0,44.0,26.0,4.09,5.1,9.75,7.0,4.0,11.0,300.67,215.0,218.53,2.87,4.84,4.84,16.96,17.14,16.45,120.31,9.23,8.89,9.15,8.8,102.0,66.0,64.0,232.0,6.0,11.0,1.0,133.0,27.0,8.0,3.77,3.41,2.06,1.0,4.0,1.0,227.8,168.0,164.89,1.64,1.88,1.88,8.99,8.86,8.67,37.16,35.96,628.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8481604,2025,Pavel Dorofeyev,VGK,R,5on5,16,12370.0,287.0,13.65,0.48,0.51,0.47,0.48,0.47,0.49,102.0,33.04,3.64,2.45,8.85,1.27,16.07,11.71,3.46,3.81,3.63,2.0,1.0,27.0,17.0,8.0,52.0,8.0,5.0,5.0,1.0,5.0,0.0,14.0,15.0,22.0,39.0,0.0,0.0,0.0,4.0,5.0,5.0,27.0,12.0,5.0,0.88,1.55,1.22,2.0,1.0,2.0,53.63,44.0,45.62,2.0,0.52,0.47,1.29,2.87,3.0,2.9,287.0,39.0,15.0,44.0,189.0,32.0,42.0,45.0,168.0,0.0,0.0,35466.0,0.0,6.0,3.0,7.0,98.52,7.97,7.41,8.26,7.64,85.0,50.0,54.0,189.0,9.0,13.0,1.0,104.0,21.0,10.0,2.79,2.64,2.55,5.0,2.0,2.0,193.67,135.0,138.53,1.31,1.98,1.98,7.3,7.48,7.24,109.81,8.48,8.2,8.39,8.12,94.0,60.0,56.0,210.0,5.0,11.0,1.0,122.0,24.0,8.0,3.45,2.97,2.06,1.0,3.0,1.0,205.8,154.0,150.89,1.49,1.88,1.88,8.08,7.95,7.86,25.22,24.02,545.0,588.0,0.01,0.39,2.0,9.0,1.0,7.0
skaters,playoffs,8481604,2025,Pavel Dorofeyev,VGK,R,4on5,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8481604,2025,Pavel Dorofeyev,VGK,R,5on4,16,3147.0,32.0,13.65,0.95,0.97,0.91,0.88,0.93,0.85,53.0,12.76,2.04,0.98,2.46,0.42,7.18,3.91,1.94,2.04,1.94,1.0,0.0,14.0,3.0,3.0,20.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,10.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,7.0,2.0,0.25,0.7,1.08,1.0,1.0,2.0,20.0,17.0,17.0,0.0,0.26,0.32,0.54,1.76,1.76,1.65,32.0,23.0,0.0,6.0,3.0,2.0,2.0,8.0,20.0,0.0,0.0,1311.0,0.0,0.0,0.0,0.0,56.75,9.12,8.63,9.12,8.63,51.0,23.0,22.0,96.0,11.0,10.0,3.0,39.0,22.0,13.0,1.23,2.35,5.54,2.0,2.0,7.0,96.0,74.0,74.0,1.44,2.54,2.54,8.03,8.03,7.6,4.7,0.44,0.42,0.44,0.42,5.0,1.0,3.0,9.0,1.0,0.0,0.0,4.0,2.0,0.0,0.1,0.34,0.0,0.0,1.0,0.0,9.0,6.0,6.0,0.06,0.0,0.0,0.5,0.5,0.48,2.52,0.08,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8480336,2025,Sean Walker,CAR,D,other,13,956.0,19.0,8.53,0.91,0.64,0.47,0.49,0.61,0.51,35.0,3.97,0.58,0.22,0.9,0.14,2.27,1.9,0.58,0.58,0.58,0.0,1.0,4.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.18,0.0,0.4,0.0,0.0,0.0,8.0,6.0,6.0,0.0,0.05,0.0,0.0,0.63,0.63,0.63,19.0,2.0,5.0,2.0,10.0,4.0,1.0,4.0,10.0,0.0,0.0,1774.0,0.0,0.0,0.0,2.0,9.94,3.59,3.59,3.59,3.59,9.0,5.0,3.0,17.0,3.0,1.0,0.0,8.0,1.0,5.0,0.25,0.18,3.16,0.0,0.0,3.0,17.0,14.0,14.0,0.12,0.18,0.18,3.53,3.53,3.53,6.27,0.35,0.32,0.35,0.32,6.0,3.0,10.0,19.0,0.0,0.0,0.0,7.0,2.0,0.0,0.12,0.23,0.0,0.0,0.0,0.0,19.0,9.0,9.0,0.14,0.0,0.0,0.49,0.49,0.44,6.51,3.61,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8480336,2025,Sean Walker,CAR,D,all,13,17210.0,381.0,10.03,0.67,0.61,0.6,0.61,0.61,0.61,40.0,24.8,1.69,1.35,7.01,0.81,13.89,10.24,1.67,1.72,1.7,0.0,2.0,21.0,14.0,24.0,59.0,2.0,0.0,4.0,0.0,6.0,0.0,12.0,13.0,21.0,35.0,8.0,16.0,0.0,42.0,5.0,14.0,30.0,3.0,2.0,0.77,0.29,0.63,0.0,0.0,0.0,60.33,35.0,35.77,12.0,0.28,0.53,0.02,1.95,1.98,1.96,381.0,47.0,34.0,62.0,238.0,45.0,44.0,51.0,241.0,0.0,0.0,34143.0,16.0,4.0,2.0,21.0,165.32,19.85,18.42,20.13,18.67,136.0,84.0,88.0,308.0,17.0,25.0,3.0,148.0,42.0,30.0,4.19,5.35,10.31,5.0,7.0,5.0,313.14,220.0,223.52,2.32,5.22,5.22,16.96,17.13,16.69,107.49,9.9,9.59,9.87,9.55,92.0,48.0,69.0,209.0,5.0,10.0,1.0,96.0,34.0,10.0,2.61,4.51,2.77,0.0,2.0,3.0,205.39,140.0,138.02,1.64,1.99,1.99,9.55,9.5,9.38,35.82,22.48,675.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,playoffs,8480336,2025,Sean Walker,CAR,D,5on5,13,14072.0,304.0,10.03,0.65,0.57,0.63,0.57,0.64,0.59,37.0,19.92,0.89,1.08,6.02,0.65,11.39,7.96,0.87,0.91,0.9,0.0,1.0,17.0,11.0,21.0,49.0,1.0,0.0,4.0,0.0,4.0,0.0,10.0,10.0,17.0,28.0,7.0,14.0,0.0,31.0,4.0,11.0,25.0,3.0,0.0,0.59,0.29,0.0,0.0,0.0,0.0,50.33,28.0,28.77,9.0,0.22,0.53,0.02,1.08,1.11,1.09,304.0,40.0,21.0,57.0,186.0,38.0,35.0,42.0,189.0,0.0,0.0,24509.0,14.0,4.0,2.0,18.0,145.63,14.51,13.51,14.79,13.76,121.0,73.0,83.0,277.0,14.0,22.0,3.0,134.0,40.0,20.0,3.73,5.05,5.73,5.0,7.0,2.0,282.14,194.0,197.52,2.06,4.55,4.55,12.02,12.19,11.9,84.12,7.88,7.61,7.85,7.58,70.0,39.0,54.0,163.0,4.0,9.0,1.0,72.0,29.0,8.0,2.08,3.91,1.89,0.0,2.0,2.0,159.39,109.0,107.02,1.13,1.97,1.97,7.04,6.98,6.91,20.39,15.32,469.0,347.0,1.15,0.04,40.0,3.0,32.0,2.0
