event_id,market_provider,market_details,home_odds,away_odds,home_decimal_odds,away_decimal_odds,home_raw_implied_prob,away_raw_implied_prob,market_home_no_vig_prob,market_away_no_vig_prob,market_spread,market_over_under,home_spread_odds,away_spread_odds
401810248,DraftKings,ORL -7.5,245,-305,3.45,1.3278688524590163,0.2898550724637681,0.7530864197530864,0.27792074112197634,0.7220792588780236,7.5,240.5,-110,-110
401810249,DraftKings,POR -4.5,145,-175,2.45,1.5714285714285714,0.40816326530612246,0.6363636363636364,0.39076376554174075,0.6092362344582593,4.5,235.5,-115,-105
401810250,DraftKings,LAL -1.5,110,-130,2.1,1.7692307692307692,0.47619047619047616,0.5652173913043478,0.4572564612326044,0.5427435387673956,1.5,229.5,-105,-115
401810251,DraftKings,ATL -4.5,-175,145,1.5714285714285714,2.45,0.6363636363636364,0.40816326530612246,0.6092362344582594,0.39076376554174064,-4.5,248.5,-102,-118
401810252,DraftKings,TOR -3.5,130,-155,2.3,1.6451612903225805,0.43478260869565216,0.6078431372549019,0.4170073589533933,0.5829926410466066,3.5,216.5,-115,-105
401810253,DraftKings,NY -7.5,-290,235,1.3448275862068966,3.35,0.7435897435897436,0.29850746268656714,0.7135512302607419,0.28644876973925815,-7.5,236.5,-102,-118
401810254,DraftKings,SA -15.5,800,-1350,9.0,1.074074074074074,0.1111111111111111,0.9310344827586207,0.10661764705882354,0.8933823529411764,15.5,237.5,-108,-112
401810255,DraftKings,MIN -12.5,-625,455,1.16,5.55,0.8620689655172413,0.18018018018018017,0.827123695976155,0.17287630402384502,-12.5,226.5,-102,-118
401810256,DraftKings,HOU -12.5,455,-625,5.55,1.16,0.18018018018018017,0.8620689655172413,0.17287630402384502,0.827123695976155,12.5,222.5,-115,-105
401810257,DraftKings,CLE -9.5,-375,295,1.2666666666666666,3.95,0.7894736842105263,0.25316455696202533,0.7571884984025559,0.24281150159744413,-9.5,239.5,-115,-105
401810258,DraftKings,BOS -11.5,-600,440,1.1666666666666667,5.4,0.8571428571428571,0.18518518518518517,0.8223350253807106,0.17766497461928943,-11.5,225.5,-112,-108
401810259,DraftKings,DAL -1.5,-108,-112,1.925925925925926,1.8928571428571428,0.5192307692307693,0.5283018867924528,0.4956702459300312,0.5043297540699688,1.5,241.5,-115,-105
401810260,DraftKings,DEN -12.5,-675,490,1.1481481481481481,5.9,0.8709677419354839,0.1694915254237288,0.8370993168681029,0.1629006831318971,-12.5,251.5,-108,-112
