bet_number,game_date,season_type,season_type_text,matchup,final_score,bet_side,candidate_side,candidate_team,bet_team,display_team,actual_winner,result,skip_reason,skip_reason_label,model_prob_pct,market_no_vig_prob_pct,break_even_prob_pct,model_edge_vs_break_even_pct,model_edge_vs_market_pct,american_odds,american_odds_text,decimal_odds,raw_kelly_fraction_pct,stake_fraction_pct,stake,profit,bankroll_after,placed
59,2026-03-28,2,Regular,VAN at CGY,3-7,skip,away,VAN,nan,nan,CGY,SKIP,below_min_edge,Below Min Edge,42.93944369715431,40.23718763235916,42.01680672268907,0.92263697446523,2.70225606479515,138,+138,2.38,0.0,0.0,0.0,0.0,1033.277894831259,False
60,2026-03-28,2,Regular,WPG at COL,4-2,skip,,,nan,nan,WPG,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1033.277894831259,False
61,2026-03-28,2,Regular,PHI at DET,5-3,skip,,,nan,nan,PHI,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1033.277894831259,False
62,2026-03-28,2,Regular,UTA at LAK,6-2,away,away,UTA,UTA,UTA,UTA,WIN,nan,Nan,63.698231863776556,54.85770363101079,56.52173913043478,7.17649273334177,8.84052823276576,-130,-130,1.7692307692307692,16.50593328668607,5.0,51.663894741562935,39.74145749350995,1073.0193523247683,True
63,2026-03-28,2,Regular,FLA at NYI,2-5,skip,away,FLA,nan,nan,NYI,SKIP,below_min_model_prob,Below Min Model Prob,47.65562695683828,35.71054682501832,37.45318352059925,10.20244343623902,11.94508013181996,167,+167,2.67,0.0,0.0,0.0,0.0,1073.0193523247683,False
64,2026-03-28,2,Regular,TOR at STL,1-5,skip,away,TOR,nan,nan,STL,SKIP,below_min_edge,Below Min Edge,47.06751521137511,42.727709520214155,44.64285714285714,2.42465806851796,4.33980569116095,124,+124,2.24,0.0,0.0,0.0,0.0,1073.0193523247683,False
65,2026-03-28,2,Regular,OTT at TBL,2-4,skip,away,OTT,nan,nan,TBL,SKIP,below_min_edge,Below Min Edge,48.65005878346974,44.663133989401956,46.51162790697674,2.13843087649299,3.98692479406778,115,+115,2.15,0.0,0.0,0.0,0.0,1073.0193523247683,False
66,2026-03-28,2,Regular,WSH at VGK,5-4,away,away,WSH,WSH,WSH,WSH,WIN,nan,Nan,58.27298198736792,41.45990075236113,43.47826086956521,14.7947211178027,16.81308123500678,130,+130,2.3,26.17527582380478,5.0,53.65096761623843,69.74625790110996,1142.7656102258784,True
67,2026-03-29,2,Regular,MTL at CAR,3-1,home,home,CAR,CAR,CAR,MTL,LOSS,nan,Nan,67.81738101182971,60.529740045687184,63.369963369963365,4.44741764186634,7.287640966142519,-173,-173,1.5780346820809248,12.14145016229511,5.0,57.13828051129392,-57.13828051129392,1085.6273297145844,True
68,2026-03-29,2,Regular,BOS at CBJ,4-3,skip,,,nan,nan,BOS,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1085.6273297145844,False
69,2026-03-29,2,Regular,CHI at NJD,3-5,skip,away,CHI,nan,nan,NJD,SKIP,below_min_model_prob,Below Min Model Prob,46.62548349341942,39.975628241518194,41.84100418410041,4.784479309319,6.6498552519012195,139,+139,2.39,0.0,0.0,0.0,0.0,1085.6273297145844,False
70,2026-03-29,2,Regular,FLA at NYR,1-3,skip,away,FLA,nan,nan,NYR,SKIP,below_min_edge,Below Min Edge,41.26854000344752,38.215174552229655,39.8406374501992,1.42790255324831,3.05336545121786,151,+151,2.51,0.0,0.0,0.0,0.0,1085.6273297145844,False
71,2026-03-29,2,Regular,DAL at PHI,1-2,skip,home,PHI,nan,nan,PHI,SKIP,below_min_edge,Below Min Edge,41.28218648060066,39.17378917378917,40.98360655737705,0.29857992322361,2.10839730681149,144,+144,2.44,0.0,0.0,0.0,0.0,1085.6273297145844,False
72,2026-03-29,2,Regular,NSH at TBL,2-3,skip,away,NSH,nan,nan,TBL,SKIP,below_min_edge,Below Min Edge,40.158371820084895,37.89484842060632,39.682539682539684,0.47583213754521003,2.26352339947857,152,+152,2.52,0.0,0.0,0.0,0.0,1085.6273297145844,False
73,2026-03-30,2,Regular,TOR at ANA,5-4,skip,,,nan,nan,TOR,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1085.6273297145844,False
74,2026-03-30,2,Regular,CGY at COL,2-9,skip,away,CGY,nan,nan,COL,SKIP,below_min_model_prob,Below Min Model Prob,33.13761351159769,23.14709753551491,24.21307506053268,8.924538451065,9.99051597608278,313,+313,4.13,0.0,0.0,0.0,0.0,1085.6273297145844,False
75,2026-03-30,2,Regular,PIT at NYI,8-3,skip,,,nan,nan,PIT,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1085.6273297145844,False
76,2026-03-30,2,Regular,STL at SJS,4-5,away,away,STL,STL,STL,SJS,LOSS,nan,Nan,62.71759836924271,50.10748065348236,52.60663507109005,10.11096329815266,12.61011771576035,-111,-111,1.900900900900901,21.33413255910212,5.0,54.28136648572922,-54.28136648572922,1031.3459632288552,True
77,2026-03-30,2,Regular,VAN at VGK,2-4,skip,away,VAN,nan,nan,VGK,SKIP,below_min_model_prob,Below Min Model Prob,30.195324693739412,24.7284057758864,25.90673575129533,4.28858894244407,5.466918917853,286,+286,3.86,0.0,0.0,0.0,0.0,1031.3459632288552,False
78,2026-03-31,2,Regular,NYI at BUF,3-4,skip,,,nan,nan,BUF,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1031.3459632288552,False
79,2026-03-31,2,Regular,CAR at CBJ,5-2,skip,home,CBJ,nan,nan,CAR,SKIP,below_min_edge,Below Min Edge,49.940893395357264,45.76160383525822,47.84688995215311,2.09400344320415,4.17928956009904,109,+109,2.09,0.0,0.0,0.0,0.0,1031.3459632288552,False
80,2026-03-31,2,Regular,WPG at CHI,4-3,skip,home,CHI,nan,nan,WPG,SKIP,below_min_edge,Below Min Edge,45.383308790369966,41.579032519009864,43.47826086956521,1.9050479208047502,3.8042762713601,130,+130,2.3,0.0,0.0,0.0,0.0,1031.3459632288552,False
81,2026-03-31,2,Regular,SEA at EDM,0-3,skip,away,SEA,nan,nan,EDM,SKIP,below_min_edge,Below Min Edge,40.42964082803786,37.39454479581802,39.0625,1.36714082803786,3.03509603221984,156,+156,2.56,0.0,0.0,0.0,0.0,1031.3459632288552,False
